,,,,,,
Htno,Subcode,Subname,Internals,Grade,Credits,
21B21A4543,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,C,3,
21B21A4543,R2031421,COMPILER DESIGN,22,C,3,
21B21A4543,R2031422,OPERATING SYSTEMS,22,B,3,
21B21A4543,R2031423,MACHINE LEARNING,23,A,3,
21B21A4543,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,15,A+,1.5,
21B21A4543,R2031425,MACHINE LEARNING LAB,14,A+,1.5,
21B21A4543,R203142A,SOFTWARE ENGINEERING,23,C,3,
21B21A4543,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4544,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4544,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4544,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,F,0,
21B21A4544,R2031421,COMPILER DESIGN,19,E,3,
21B21A4544,R2031422,OPERATING SYSTEMS,21,E,3,
21B21A4544,R2031423,MACHINE LEARNING,21,D,3,
21B21A4544,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,14,A+,1.5,
21B21A4544,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4544,R203142A,SOFTWARE ENGINEERING,21,D,3,
21B21A4544,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4546,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4546,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4546,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,F,0,
21B21A4546,R2031421,COMPILER DESIGN,22,E,3,
21B21A4546,R2031422,OPERATING SYSTEMS,22,F,0,
21B21A4546,R2031423,MACHINE LEARNING,22,E,3,
21B21A4546,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,14,A+,1.5,
21B21A4546,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4546,R203142A,SOFTWARE ENGINEERING,21,F,0,
21B21A4546,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4547,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4547,R2031058,EMPLOYABILITY SKILLS-I,29,COMPLE,0,
21B21A4547,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,E,3,
21B21A4547,R2031421,COMPILER DESIGN,22,D,3,
21B21A4547,R2031422,OPERATING SYSTEMS,23,D,3,
21B21A4547,R2031423,MACHINE LEARNING,22,D,3,
21B21A4547,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,15,A+,1.5,
21B21A4547,R2031425,MACHINE LEARNING LAB,15,A+,1.5,
21B21A4547,R203142A,SOFTWARE ENGINEERING,21,C,3,
21B21A4547,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4548,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4548,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4548,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,19,E,3,
21B21A4548,R2031421,COMPILER DESIGN,23,D,3,
21B21A4548,R2031422,OPERATING SYSTEMS,20,D,3,
21B21A4548,R2031423,MACHINE LEARNING,20,C,3,
21B21A4548,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,A,1.5,
21B21A4548,R2031425,MACHINE LEARNING LAB,13,A,1.5,
21B21A4548,R203142A,SOFTWARE ENGINEERING,18,D,3,
21B21A4548,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4549,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4549,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4549,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,C,3,
21B21A4549,R2031421,COMPILER DESIGN,20,D,3,
21B21A4549,R2031422,OPERATING SYSTEMS,21,D,3,
21B21A4549,R2031423,MACHINE LEARNING,21,C,3,
21B21A4549,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,A,1.5,
21B21A4549,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4549,R203142A,SOFTWARE ENGINEERING,22,D,3,
21B21A4549,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4550,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4550,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4550,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,C,3,
21B21A4550,R2031421,COMPILER DESIGN,17,D,3,
21B21A4550,R2031422,OPERATING SYSTEMS,20,E,3,
21B21A4550,R2031423,MACHINE LEARNING,22,E,3,
21B21A4550,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,B,1.5,
21B21A4550,R2031425,MACHINE LEARNING LAB,12,B,1.5,
21B21A4550,R203142A,SOFTWARE ENGINEERING,21,F,0,
21B21A4550,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4551,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4551,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4551,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,E,3,
21B21A4551,R2031421,COMPILER DESIGN,23,C,3,
21B21A4551,R2031422,OPERATING SYSTEMS,21,C,3,
21B21A4551,R2031423,MACHINE LEARNING,24,B,3,
21B21A4551,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A,1.5,
21B21A4551,R2031425,MACHINE LEARNING LAB,11,B,1.5,
21B21A4551,R203142A,SOFTWARE ENGINEERING,23,D,3,
21B21A4551,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4552,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4552,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4552,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,D,3,
21B21A4552,R2031421,COMPILER DESIGN,25,E,3,
21B21A4552,R2031422,OPERATING SYSTEMS,21,E,3,
21B21A4552,R2031423,MACHINE LEARNING,21,C,3,
21B21A4552,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A,1.5,
21B21A4552,R2031425,MACHINE LEARNING LAB,11,A,1.5,
21B21A4552,R203142A,SOFTWARE ENGINEERING,24,D,3,
21B21A4552,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4553,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4553,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4553,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,18,F,0,
21B21A4553,R2031421,COMPILER DESIGN,19,E,3,
21B21A4553,R2031422,OPERATING SYSTEMS,19,F,0,
21B21A4553,R2031423,MACHINE LEARNING,21,F,0,
21B21A4553,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,B,1.5,
21B21A4553,R2031425,MACHINE LEARNING LAB,11,B,1.5,
21B21A4553,R203142A,SOFTWARE ENGINEERING,22,C,3,
21B21A4553,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4554,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4554,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4554,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,23,D,3,
21B21A4554,R2031421,COMPILER DESIGN,19,E,3,
21B21A4554,R2031422,OPERATING SYSTEMS,22,D,3,
21B21A4554,R2031423,MACHINE LEARNING,22,D,3,
21B21A4554,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A,1.5,
21B21A4554,R2031425,MACHINE LEARNING LAB,12,B,1.5,
21B21A4554,R203142A,SOFTWARE ENGINEERING,21,F,0,
21B21A4554,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4555,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4555,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4555,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,F,0,
21B21A4555,R2031421,COMPILER DESIGN,23,E,3,
21B21A4555,R2031422,OPERATING SYSTEMS,21,C,3,
21B21A4555,R2031423,MACHINE LEARNING,23,D,3,
21B21A4555,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4555,R2031425,MACHINE LEARNING LAB,14,A+,1.5,
21B21A4555,R203142A,SOFTWARE ENGINEERING,22,D,3,
21B21A4555,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4556,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4556,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4556,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,D,3,
21B21A4556,R2031421,COMPILER DESIGN,25,C,3,
21B21A4556,R2031422,OPERATING SYSTEMS,22,C,3,
21B21A4556,R2031423,MACHINE LEARNING,22,B,3,
21B21A4556,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,15,A+,1.5,
21B21A4556,R2031425,MACHINE LEARNING LAB,13,A,1.5,
21B21A4556,R203142A,SOFTWARE ENGINEERING,23,D,3,
21B21A4556,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4557,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4557,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4557,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,19,F,0,
21B21A4557,R2031421,COMPILER DESIGN,22,F,0,
21B21A4557,R2031422,OPERATING SYSTEMS,19,F,0,
21B21A4557,R2031423,MACHINE LEARNING,21,D,3,
21B21A4557,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,11,A,1.5,
21B21A4557,R2031425,MACHINE LEARNING LAB,10,A,1.5,
21B21A4557,R203142A,SOFTWARE ENGINEERING,22,F,0,
21B21A4557,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4558,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4558,R2031058,EMPLOYABILITY SKILLS-I,29,COMPLE,0,
21B21A4558,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,F,0,
21B21A4558,R2031421,COMPILER DESIGN,20,E,3,
21B21A4558,R2031422,OPERATING SYSTEMS,19,D,3,
21B21A4558,R2031423,MACHINE LEARNING,25,C,3,
21B21A4558,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A,1.5,
21B21A4558,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4558,R203142A,SOFTWARE ENGINEERING,22,D,3,
21B21A4558,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4559,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,ABSENT,0,
21B21A4559,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4559,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,17,ABSENT,0,
21B21A4559,R2031421,COMPILER DESIGN,15,ABSENT,0,
21B21A4559,R2031422,OPERATING SYSTEMS,16,ABSENT,0,
21B21A4559,R2031423,MACHINE LEARNING,18,ABSENT,0,
21B21A4559,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,ABSENT,0,
21B21A4559,R2031425,MACHINE LEARNING LAB,11,ABSENT,0,
21B21A4559,R203142A,SOFTWARE ENGINEERING,15,ABSENT,0,
21B21A4559,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4560,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4560,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21B21A4560,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,D,3,
21B21A4560,R2031421,COMPILER DESIGN,20,D,3,
21B21A4560,R2031422,OPERATING SYSTEMS,22,C,3,
21B21A4560,R2031423,MACHINE LEARNING,17,B,3,
21B21A4560,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,A,1.5,
21B21A4560,R2031425,MACHINE LEARNING LAB,11,A,1.5,
21B21A4560,R203142A,SOFTWARE ENGINEERING,21,D,3,
21B21A4560,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4561,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4561,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4561,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,23,B,3,
21B21A4561,R2031421,COMPILER DESIGN,23,B,3,
21B21A4561,R2031422,OPERATING SYSTEMS,23,D,3,
21B21A4561,R2031423,MACHINE LEARNING,22,C,3,
21B21A4561,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,15,A+,1.5,
21B21A4561,R2031425,MACHINE LEARNING LAB,15,A+,1.5,
21B21A4561,R203142A,SOFTWARE ENGINEERING,23,C,3,
21B21A4561,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4562,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4562,R2031058,EMPLOYABILITY SKILLS-I,29,COMPLE,0,
21B21A4562,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,F,0,
21B21A4562,R2031421,COMPILER DESIGN,20,E,3,
21B21A4562,R2031422,OPERATING SYSTEMS,22,F,0,
21B21A4562,R2031423,MACHINE LEARNING,21,E,3,
21B21A4562,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,15,A+,1.5,
21B21A4562,R2031425,MACHINE LEARNING LAB,11,A,1.5,
21B21A4562,R203142A,SOFTWARE ENGINEERING,21,E,3,
21B21A4562,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4563,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4563,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4563,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,23,ABSENT,0,
21B21A4563,R2031421,COMPILER DESIGN,20,ABSENT,0,
21B21A4563,R2031422,OPERATING SYSTEMS,20,ABSENT,0,
21B21A4563,R2031423,MACHINE LEARNING,21,ABSENT,0,
21B21A4563,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,11,A,1.5,
21B21A4563,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4563,R203142A,SOFTWARE ENGINEERING,19,ABSENT,0,
21B21A4563,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4564,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4564,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4564,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,E,3,
21B21A4564,R2031421,COMPILER DESIGN,22,E,3,
21B21A4564,R2031422,OPERATING SYSTEMS,22,C,3,
21B21A4564,R2031423,MACHINE LEARNING,21,D,3,
21B21A4564,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,A,1.5,
21B21A4564,R2031425,MACHINE LEARNING LAB,11,A,1.5,
21B21A4564,R203142A,SOFTWARE ENGINEERING,22,D,3,
21B21A4564,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4565,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4565,R2031058,EMPLOYABILITY SKILLS-I,29,COMPLE,0,
21B21A4565,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,B,3,
21B21A4565,R2031421,COMPILER DESIGN,21,C,3,
21B21A4565,R2031422,OPERATING SYSTEMS,23,C,3,
21B21A4565,R2031423,MACHINE LEARNING,26,D,3,
21B21A4565,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,15,A+,1.5,
21B21A4565,R2031425,MACHINE LEARNING LAB,13,A,1.5,
21B21A4565,R203142A,SOFTWARE ENGINEERING,26,B,3,
21B21A4565,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4566,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4566,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4566,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,F,0,
21B21A4566,R2031421,COMPILER DESIGN,22,D,3,
21B21A4566,R2031422,OPERATING SYSTEMS,20,B,3,
21B21A4566,R2031423,MACHINE LEARNING,18,B,3,
21B21A4566,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,15,A+,1.5,
21B21A4566,R2031425,MACHINE LEARNING LAB,13,A,1.5,
21B21A4566,R203142A,SOFTWARE ENGINEERING,23,C,3,
21B21A4566,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4567,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4567,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4567,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,F,0,
21B21A4567,R2031421,COMPILER DESIGN,24,D,3,
21B21A4567,R2031422,OPERATING SYSTEMS,18,D,3,
21B21A4567,R2031423,MACHINE LEARNING,21,A,3,
21B21A4567,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,11,A,1.5,
21B21A4567,R2031425,MACHINE LEARNING LAB,11,A,1.5,
21B21A4567,R203142A,SOFTWARE ENGINEERING,22,C,3,
21B21A4567,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4568,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4568,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4568,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,C,3,
21B21A4568,R2031421,COMPILER DESIGN,21,C,3,
21B21A4568,R2031422,OPERATING SYSTEMS,21,C,3,
21B21A4568,R2031423,MACHINE LEARNING,21,A,3,
21B21A4568,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,A,1.5,
21B21A4568,R2031425,MACHINE LEARNING LAB,11,A,1.5,
21B21A4568,R203142A,SOFTWARE ENGINEERING,21,C,3,
21B21A4568,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4569,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4569,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4569,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,D,3,
21B21A4569,R2031421,COMPILER DESIGN,24,D,3,
21B21A4569,R2031422,OPERATING SYSTEMS,22,E,3,
21B21A4569,R2031423,MACHINE LEARNING,20,D,3,
21B21A4569,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,14,A+,1.5,
21B21A4569,R2031425,MACHINE LEARNING LAB,13,A+,1.5,
21B21A4569,R203142A,SOFTWARE ENGINEERING,23,D,3,
21B21A4569,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4571,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4571,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4571,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,F,0,
21B21A4571,R2031421,COMPILER DESIGN,22,D,3,
21B21A4571,R2031422,OPERATING SYSTEMS,20,D,3,
21B21A4571,R2031423,MACHINE LEARNING,21,B,3,
21B21A4571,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,A,1.5,
21B21A4571,R2031425,MACHINE LEARNING LAB,11,A,1.5,
21B21A4571,R203142A,SOFTWARE ENGINEERING,21,C,3,
21B21A4571,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4572,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4572,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4572,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,23,B,3,
21B21A4572,R2031421,COMPILER DESIGN,23,C,3,
21B21A4572,R2031422,OPERATING SYSTEMS,21,C,3,
21B21A4572,R2031423,MACHINE LEARNING,27,B,3,
21B21A4572,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A+,1.5,
21B21A4572,R2031425,MACHINE LEARNING LAB,13,A+,1.5,
21B21A4572,R203142A,SOFTWARE ENGINEERING,26,C,3,
21B21A4572,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4573,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4573,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4573,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,D,3,
21B21A4573,R2031421,COMPILER DESIGN,22,E,3,
21B21A4573,R2031422,OPERATING SYSTEMS,22,D,3,
21B21A4573,R2031423,MACHINE LEARNING,19,D,3,
21B21A4573,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,11,A,1.5,
21B21A4573,R2031425,MACHINE LEARNING LAB,10,A,1.5,
21B21A4573,R203142A,SOFTWARE ENGINEERING,21,E,3,
21B21A4573,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4574,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4574,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21B21A4574,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,23,D,3,
21B21A4574,R2031421,COMPILER DESIGN,20,D,3,
21B21A4574,R2031422,OPERATING SYSTEMS,23,E,3,
21B21A4574,R2031423,MACHINE LEARNING,21,C,3,
21B21A4574,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,A,1.5,
21B21A4574,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4574,R203142A,SOFTWARE ENGINEERING,21,C,3,
21B21A4574,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4575,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4575,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4575,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,F,0,
21B21A4575,R2031421,COMPILER DESIGN,21,F,0,
21B21A4575,R2031422,OPERATING SYSTEMS,21,F,0,
21B21A4575,R2031423,MACHINE LEARNING,21,E,3,
21B21A4575,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A,1.5,
21B21A4575,R2031425,MACHINE LEARNING LAB,11,A,1.5,
21B21A4575,R203142A,SOFTWARE ENGINEERING,22,D,3,
21B21A4575,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4576,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4576,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4576,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,D,3,
21B21A4576,R2031421,COMPILER DESIGN,21,C,3,
21B21A4576,R2031422,OPERATING SYSTEMS,22,C,3,
21B21A4576,R2031423,MACHINE LEARNING,24,B,3,
21B21A4576,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,11,A,1.5,
21B21A4576,R2031425,MACHINE LEARNING LAB,10,A,1.5,
21B21A4576,R203142A,SOFTWARE ENGINEERING,22,D,3,
21B21A4576,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4577,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4577,R2031058,EMPLOYABILITY SKILLS-I,29,COMPLE,0,
21B21A4577,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,19,F,0,
21B21A4577,R2031421,COMPILER DESIGN,23,D,3,
21B21A4577,R2031422,OPERATING SYSTEMS,19,C,3,
21B21A4577,R2031423,MACHINE LEARNING,21,D,3,
21B21A4577,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4577,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4577,R203142A,SOFTWARE ENGINEERING,21,D,3,
21B21A4577,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4578,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4578,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4578,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,18,F,0,
21B21A4578,R2031421,COMPILER DESIGN,19,F,0,
21B21A4578,R2031422,OPERATING SYSTEMS,19,F,0,
21B21A4578,R2031423,MACHINE LEARNING,20,E,3,
21B21A4578,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,11,A,1.5,
21B21A4578,R2031425,MACHINE LEARNING LAB,11,A,1.5,
21B21A4578,R203142A,SOFTWARE ENGINEERING,18,D,3,
21B21A4578,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4579,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4579,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21B21A4579,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,B,3,
21B21A4579,R2031421,COMPILER DESIGN,21,D,3,
21B21A4579,R2031422,OPERATING SYSTEMS,22,C,3,
21B21A4579,R2031423,MACHINE LEARNING,20,C,3,
21B21A4579,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4579,R2031425,MACHINE LEARNING LAB,15,A+,1.5,
21B21A4579,R203142A,SOFTWARE ENGINEERING,22,C,3,
21B21A4579,R2031451,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4580,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4580,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4580,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,F,0,
21B21A4580,R2031421,COMPILER DESIGN,22,E,3,
21B21A4580,R2031422,OPERATING SYSTEMS,25,B,3,
21B21A4580,R2031423,MACHINE LEARNING,21,B,3,
